Job ID,Job Title,Company,Salary Range,Required Experience,Remote,Description Length,Has Company Logo,Fraud Score,Fraudulent
4904,Intern,ABC Ltd,2-4 LPA,5,No,352,Yes,0,No
4905,Work from Home,TechSoft,4-6 LPA,3,No,579,Yes,0,No
4906,HR Executive,Innova,10-15 LPA,1,No,545,Yes,0,No
4907,HR Executive,BrightFuture,20+ LPA,0,Yes,308,No,3,Yes
4908,Data Analyst,NextGen,4-6 LPA,2,No,469,Yes,0,No
4909,Business Analyst,XYZ Corp,6-10 LPA,5,Yes,375,Yes,0,No
4910,Data Analyst,Global Solutions,4-6 LPA,7,No,285,No,1,No
4911,Intern,NextGen,4-6 LPA,1,Yes,300,No,1,No
4912,Marketing Manager,XYZ Corp,2-4 LPA,1,Yes,460,No,1,No
4913,Work from Home,ABC Ltd,15-20 LPA,2,No,24,No,3,Yes
4914,Work from Home,NextGen,10-15 LPA,7,Yes,725,No,1,No
4915,Marketing Manager,NextGen,4-6 LPA,1,No,616,No,1,No
4916,Intern,Innova,4-6 LPA,2,Yes,660,No,1,No
4917,Business Analyst,TechSoft,10-15 LPA,7,No,79,Yes,1,No
4918,Marketing Manager,ABC Ltd,4-6 LPA,2,No,39,No,2,No
4919,Work from Home,XYZ Corp,20+ LPA,0,Yes,124,Yes,2,No
4920,Marketing Manager,Innova,4-6 LPA,2,No,759,Yes,0,No
4921,Business Analyst,TechSoft,20+ LPA,5,Yes,538,Yes,1,No
4922,Business Analyst,NextGen,6-10 LPA,7,Yes,326,Yes,0,No
4923,Business Analyst,XYZ Corp,20+ LPA,1,Yes,190,Yes,1,No
4924,Intern,Innova,15-20 LPA,0,Yes,327,Yes,2,No
4925,Marketing Manager,NextGen,15-20 LPA,3,Yes,419,Yes,1,No
4926,Intern,TechSoft,20+ LPA,7,Yes,783,No,2,No
4927,Software Engineer,NextGen,20+ LPA,3,Yes,510,No,2,No
4928,Work from Home,NextGen,4-6 LPA,7,Yes,107,No,1,No
4929,Business Analyst,BrightFuture,4-6 LPA,0,No,475,No,2,No
4930,Data Analyst,Innova,2-4 LPA,5,Yes,533,Yes,0,No
4931,Marketing Manager,BrightFuture,4-6 LPA,0,Yes,359,No,2,No
4932,HR Executive,TechSoft,15-20 LPA,0,Yes,515,Yes,2,No
4933,Data Analyst,NextGen,20+ LPA,7,No,201,No,2,No
4934,Work from Home,TechSoft,4-6 LPA,2,Yes,555,Yes,0,No
4935,Business Analyst,TechSoft,4-6 LPA,2,No,575,No,1,No
4936,Business Analyst,Innova,15-20 LPA,5,Yes,703,No,2,No
4937,HR Executive,Global Solutions,4-6 LPA,7,No,626,No,1,No
4938,Data Analyst,BrightFuture,6-10 LPA,0,Yes,135,No,2,No
4939,Software Engineer,Innova,15-20 LPA,1,No,470,No,2,No
4940,Software Engineer,ABC Ltd,2-4 LPA,7,No,244,Yes,0,No
4941,Marketing Manager,TechSoft,10-15 LPA,7,No,101,Yes,0,No
4942,Business Analyst,BrightFuture,10-15 LPA,0,Yes,72,Yes,2,No
4943,Software Engineer,Innova,20+ LPA,3,No,666,Yes,1,No
4944,Intern,Innova,2-4 LPA,7,No,647,No,1,No
4945,Intern,TechSoft,20+ LPA,1,No,66,No,3,Yes
4946,Marketing Manager,Innova,6-10 LPA,0,No,744,Yes,1,No
4947,HR Executive,TechSoft,15-20 LPA,0,Yes,723,Yes,2,No
4948,Data Analyst,NextGen,6-10 LPA,5,Yes,274,Yes,0,No
4949,Marketing Manager,Innova,15-20 LPA,3,No,584,No,2,No
4950,Intern,BrightFuture,2-4 LPA,7,Yes,90,Yes,1,No
4951,Intern,ABC Ltd,10-15 LPA,5,Yes,412,Yes,0,No
4952,Software Engineer,NextGen,10-15 LPA,5,No,532,No,1,No
4953,Intern,ABC Ltd,10-15 LPA,1,Yes,765,No,1,No
4954,Data Analyst,Global Solutions,4-6 LPA,1,No,699,No,1,No
4955,Data Analyst,Global Solutions,6-10 LPA,0,Yes,524,No,2,No
4956,Work from Home,XYZ Corp,4-6 LPA,1,Yes,430,No,1,No
4957,Marketing Manager,Innova,2-4 LPA,3,No,396,Yes,0,No
4958,Data Analyst,Global Solutions,15-20 LPA,0,Yes,72,No,4,Yes
4959,HR Executive,XYZ Corp,4-6 LPA,5,No,121,Yes,0,No
4960,Business Analyst,ABC Ltd,6-10 LPA,1,No,572,No,1,No
4961,Work from Home,ABC Ltd,15-20 LPA,0,No,158,Yes,2,No
4962,Intern,XYZ Corp,2-4 LPA,0,Yes,93,Yes,2,No
4963,HR Executive,ABC Ltd,15-20 LPA,3,Yes,451,No,2,No
4964,Work from Home,NextGen,15-20 LPA,7,Yes,382,Yes,1,No
4965,Business Analyst,ABC Ltd,6-10 LPA,3,Yes,710,Yes,0,No
4966,Software Engineer,Innova,10-15 LPA,5,Yes,653,No,1,No
4967,Work from Home,BrightFuture,2-4 LPA,2,Yes,102,Yes,0,No
4968,Software Engineer,Innova,10-15 LPA,3,No,229,No,1,No
4969,HR Executive,XYZ Corp,6-10 LPA,7,No,711,Yes,0,No
4970,Intern,Innova,10-15 LPA,1,No,479,Yes,0,No
4971,HR Executive,NextGen,20+ LPA,0,Yes,421,Yes,2,No
4972,Business Analyst,TechSoft,20+ LPA,3,Yes,625,No,2,No
4973,Work from Home,Innova,10-15 LPA,1,Yes,581,No,1,No
4974,Work from Home,TechSoft,10-15 LPA,5,No,570,No,1,No
4975,Intern,ABC Ltd,10-15 LPA,7,Yes,417,Yes,0,No
4976,Software Engineer,Global Solutions,10-15 LPA,7,No,619,No,1,No
4977,HR Executive,TechSoft,6-10 LPA,5,Yes,167,Yes,0,No
4978,Data Analyst,ABC Ltd,6-10 LPA,7,Yes,779,No,1,No
4979,Software Engineer,BrightFuture,10-15 LPA,5,No,507,Yes,0,No
4980,HR Executive,NextGen,10-15 LPA,5,No,260,No,1,No
4981,Marketing Manager,Innova,4-6 LPA,1,No,141,No,1,No
4982,Software Engineer,NextGen,20+ LPA,3,Yes,247,No,2,No
4983,Work from Home,NextGen,10-15 LPA,5,No,267,Yes,0,No
4984,Work from Home,XYZ Corp,4-6 LPA,0,No,668,Yes,1,No
4985,Data Analyst,XYZ Corp,4-6 LPA,2,No,165,Yes,0,No
4986,Work from Home,TechSoft,4-6 LPA,2,No,450,Yes,0,No
4987,Intern,Innova,2-4 LPA,2,No,87,No,2,No
4988,Intern,XYZ Corp,10-15 LPA,1,No,561,Yes,0,No
4989,HR Executive,XYZ Corp,6-10 LPA,2,No,236,No,1,No
4990,Marketing Manager,NextGen,20+ LPA,3,No,224,Yes,1,No
4991,Work from Home,NextGen,15-20 LPA,5,No,316,No,2,No
4992,Intern,XYZ Corp,6-10 LPA,1,Yes,384,No,1,No
4993,Intern,Global Solutions,20+ LPA,1,Yes,237,Yes,1,No
4994,Marketing Manager,NextGen,15-20 LPA,3,Yes,332,Yes,1,No
4995,Software Engineer,Global Solutions,10-15 LPA,3,Yes,432,Yes,0,No
4996,Data Analyst,Global Solutions,10-15 LPA,7,No,299,No,1,No
4997,Data Analyst,Global Solutions,15-20 LPA,0,Yes,621,No,3,Yes
4998,Marketing Manager,TechSoft,6-10 LPA,7,No,464,No,1,No
4999,Data Analyst,Global Solutions,15-20 LPA,7,Yes,520,Yes,1,No
5000,Data Analyst,ABC Ltd,15-20 LPA,7,No,303,Yes,1,No
5001,Intern,BrightFuture,20+ LPA,0,Yes,520,Yes,2,No
5002,Marketing Manager,Global Solutions,2-4 LPA,2,Yes,76,Yes,1,No
5003,Marketing Manager,Innova,6-10 LPA,5,Yes,330,No,1,No
5004,Business Analyst,Innova,20+ LPA,5,Yes,107,No,2,No
5005,Marketing Manager,NextGen,6-10 LPA,0,Yes,536,No,2,No
5006,Intern,XYZ Corp,10-15 LPA,0,Yes,526,No,2,No
5007,Intern,XYZ Corp,6-10 LPA,2,Yes,583,No,1,No
5008,Software Engineer,NextGen,20+ LPA,5,No,712,No,2,No
5009,Marketing Manager,NextGen,20+ LPA,5,Yes,551,Yes,1,No
5010,HR Executive,TechSoft,15-20 LPA,7,No,787,No,2,No
5011,Work from Home,XYZ Corp,20+ LPA,7,Yes,50,Yes,2,No
5012,Work from Home,Innova,15-20 LPA,2,No,38,Yes,2,No
5013,Software Engineer,Innova,20+ LPA,5,No,28,Yes,2,No
5014,Software Engineer,NextGen,20+ LPA,3,Yes,401,No,2,No
5015,Data Analyst,Innova,2-4 LPA,1,No,312,Yes,0,No
5016,Intern,ABC Ltd,6-10 LPA,3,No,286,Yes,0,No
5017,Business Analyst,BrightFuture,15-20 LPA,5,Yes,676,Yes,1,No
5018,Marketing Manager,Innova,20+ LPA,5,No,270,Yes,1,No
5019,Data Analyst,Innova,4-6 LPA,0,Yes,721,No,2,No
5020,Software Engineer,ABC Ltd,10-15 LPA,2,Yes,217,No,1,No
5021,Intern,Innova,2-4 LPA,2,Yes,77,No,2,No
5022,Intern,Global Solutions,10-15 LPA,2,No,28,Yes,1,No
5023,Business Analyst,XYZ Corp,20+ LPA,5,No,615,No,2,No
5024,Marketing Manager,XYZ Corp,15-20 LPA,5,No,420,Yes,1,No
5025,HR Executive,ABC Ltd,20+ LPA,5,Yes,132,Yes,1,No
5026,HR Executive,TechSoft,20+ LPA,5,Yes,633,No,2,No
5027,Software Engineer,Global Solutions,4-6 LPA,0,No,157,No,2,No
5028,HR Executive,Global Solutions,20+ LPA,5,Yes,754,No,2,No
5029,HR Executive,Innova,6-10 LPA,0,Yes,496,No,2,No
5030,Business Analyst,XYZ Corp,20+ LPA,1,Yes,478,No,2,No
5031,Work from Home,Global Solutions,20+ LPA,2,Yes,665,Yes,1,No
5032,HR Executive,Global Solutions,10-15 LPA,5,No,571,Yes,0,No
5033,Data Analyst,NextGen,4-6 LPA,0,No,333,No,2,No
5034,Work from Home,TechSoft,10-15 LPA,5,No,642,Yes,0,No
5035,Software Engineer,BrightFuture,6-10 LPA,5,No,203,Yes,0,No
5036,Intern,Innova,10-15 LPA,2,No,135,Yes,0,No
5037,Intern,BrightFuture,20+ LPA,2,No,164,Yes,1,No
5038,Business Analyst,ABC Ltd,15-20 LPA,5,Yes,196,Yes,1,No
5039,HR Executive,BrightFuture,4-6 LPA,0,No,782,No,2,No
5040,Data Analyst,ABC Ltd,6-10 LPA,5,No,95,Yes,1,No
5041,Marketing Manager,TechSoft,20+ LPA,0,Yes,522,No,3,Yes
5042,Intern,Innova,2-4 LPA,5,No,767,No,1,No
5043,Business Analyst,TechSoft,10-15 LPA,5,No,122,Yes,0,No
5044,Intern,NextGen,6-10 LPA,0,Yes,238,Yes,1,No
5045,HR Executive,BrightFuture,20+ LPA,5,Yes,312,No,2,No
5046,Data Analyst,TechSoft,2-4 LPA,7,No,643,Yes,0,No
5047,Software Engineer,Global Solutions,6-10 LPA,1,No,586,Yes,0,No
5048,Intern,Innova,10-15 LPA,3,No,125,Yes,0,No
5049,Marketing Manager,Innova,6-10 LPA,0,No,496,Yes,1,No
5050,HR Executive,TechSoft,2-4 LPA,1,Yes,387,Yes,0,No
5051,HR Executive,XYZ Corp,6-10 LPA,3,No,32,Yes,1,No
5052,Data Analyst,Global Solutions,4-6 LPA,3,No,568,Yes,0,No
5053,Marketing Manager,NextGen,2-4 LPA,0,No,630,Yes,1,No
5054,Software Engineer,Innova,6-10 LPA,7,No,648,Yes,0,No
5055,HR Executive,NextGen,10-15 LPA,3,Yes,133,Yes,0,No
5056,Work from Home,NextGen,10-15 LPA,7,Yes,733,Yes,0,No
5057,Data Analyst,XYZ Corp,6-10 LPA,2,Yes,716,No,1,No
5058,Software Engineer,Global Solutions,15-20 LPA,1,No,722,No,2,No
5059,Work from Home,BrightFuture,6-10 LPA,0,No,557,Yes,1,No
5060,Intern,TechSoft,10-15 LPA,1,Yes,255,No,1,No
5061,Business Analyst,NextGen,20+ LPA,5,No,475,Yes,1,No
5062,HR Executive,Innova,10-15 LPA,5,No,668,Yes,0,No
5063,Marketing Manager,XYZ Corp,6-10 LPA,7,No,591,No,1,No
5064,Data Analyst,BrightFuture,20+ LPA,3,No,365,Yes,1,No
5065,Data Analyst,XYZ Corp,10-15 LPA,3,No,715,No,1,No
5066,Business Analyst,ABC Ltd,6-10 LPA,0,Yes,110,Yes,1,No
5067,Intern,Global Solutions,20+ LPA,2,Yes,70,Yes,2,No
5068,HR Executive,BrightFuture,10-15 LPA,0,No,94,No,3,Yes
5069,Business Analyst,NextGen,6-10 LPA,2,No,267,Yes,0,No
5070,Intern,TechSoft,4-6 LPA,1,Yes,661,No,1,No
5071,Data Analyst,TechSoft,6-10 LPA,7,Yes,539,No,1,No
5072,HR Executive,Innova,4-6 LPA,5,No,216,Yes,0,No
5073,Work from Home,BrightFuture,15-20 LPA,3,Yes,699,No,2,No
5074,Work from Home,XYZ Corp,15-20 LPA,7,Yes,315,Yes,1,No
5075,Intern,TechSoft,10-15 LPA,5,Yes,460,No,1,No
5076,Data Analyst,BrightFuture,4-6 LPA,2,Yes,296,Yes,0,No
5077,Software Engineer,XYZ Corp,15-20 LPA,2,No,511,Yes,1,No
5078,Marketing Manager,TechSoft,10-15 LPA,2,No,506,No,1,No
5079,HR Executive,XYZ Corp,15-20 LPA,5,Yes,173,Yes,1,No
5080,Data Analyst,XYZ Corp,4-6 LPA,5,Yes,675,No,1,No
5081,Data Analyst,Global Solutions,2-4 LPA,7,Yes,352,Yes,0,No
5082,Marketing Manager,BrightFuture,15-20 LPA,7,No,610,No,2,No
5083,HR Executive,BrightFuture,2-4 LPA,1,No,576,Yes,0,No
5084,Software Engineer,ABC Ltd,20+ LPA,2,No,623,Yes,1,No
5085,Work from Home,XYZ Corp,4-6 LPA,3,Yes,441,No,1,No
5086,Intern,BrightFuture,2-4 LPA,0,No,122,No,2,No
5087,Business Analyst,Global Solutions,4-6 LPA,2,Yes,414,Yes,0,No
5088,HR Executive,BrightFuture,2-4 LPA,1,Yes,331,Yes,0,No
5089,Marketing Manager,Innova,4-6 LPA,3,Yes,548,No,1,No
5090,Marketing Manager,NextGen,10-15 LPA,7,Yes,761,Yes,0,No
5091,Marketing Manager,Global Solutions,6-10 LPA,1,Yes,92,Yes,1,No
5092,Software Engineer,ABC Ltd,2-4 LPA,2,No,37,No,2,No
5093,Data Analyst,Innova,2-4 LPA,2,No,357,No,1,No
5094,Software Engineer,TechSoft,2-4 LPA,7,No,510,Yes,0,No
5095,Data Analyst,ABC Ltd,6-10 LPA,2,No,645,No,1,No
5096,Business Analyst,BrightFuture,2-4 LPA,5,No,161,No,1,No
5097,HR Executive,TechSoft,15-20 LPA,3,Yes,547,No,2,No
5098,Business Analyst,BrightFuture,2-4 LPA,0,No,349,Yes,1,No
5099,Intern,NextGen,20+ LPA,5,Yes,582,Yes,1,No
5100,HR Executive,TechSoft,20+ LPA,7,Yes,215,Yes,1,No
5101,Work from Home,TechSoft,6-10 LPA,2,No,266,No,1,No
5102,Work from Home,NextGen,10-15 LPA,3,Yes,484,No,1,No
5103,Software Engineer,Innova,20+ LPA,7,Yes,72,No,3,Yes
5104,HR Executive,ABC Ltd,6-10 LPA,0,No,43,Yes,2,No
5105,Data Analyst,ABC Ltd,15-20 LPA,3,No,352,Yes,1,No
5106,Marketing Manager,Innova,6-10 LPA,3,No,463,No,1,No
5107,Work from Home,BrightFuture,4-6 LPA,5,No,600,No,1,No
5108,Intern,ABC Ltd,6-10 LPA,1,No,69,Yes,1,No
5109,Data Analyst,XYZ Corp,4-6 LPA,7,No,508,No,1,No
5110,Software Engineer,BrightFuture,15-20 LPA,1,No,567,Yes,1,No
5111,Intern,BrightFuture,6-10 LPA,1,Yes,217,No,1,No
5112,Data Analyst,Global Solutions,6-10 LPA,7,Yes,120,No,1,No
5113,Marketing Manager,TechSoft,4-6 LPA,0,No,430,No,2,No
5114,Business Analyst,ABC Ltd,6-10 LPA,7,No,130,Yes,0,No
5115,Data Analyst,Innova,4-6 LPA,7,Yes,110,Yes,0,No
5116,Software Engineer,BrightFuture,2-4 LPA,2,Yes,129,No,1,No
5117,Software Engineer,Global Solutions,6-10 LPA,7,No,213,No,1,No
5118,Data Analyst,XYZ Corp,2-4 LPA,3,Yes,250,No,1,No
5119,Marketing Manager,ABC Ltd,6-10 LPA,0,No,643,No,2,No
5120,Marketing Manager,TechSoft,20+ LPA,1,Yes,600,Yes,1,No
5121,Business Analyst,NextGen,6-10 LPA,7,No,377,No,1,No
5122,Data Analyst,NextGen,2-4 LPA,3,Yes,632,No,1,No
5123,Data Analyst,BrightFuture,4-6 LPA,5,Yes,708,Yes,0,No
5124,Work from Home,Innova,20+ LPA,3,Yes,521,Yes,1,No
5125,Software Engineer,Global Solutions,4-6 LPA,3,Yes,182,No,1,No
5126,Business Analyst,BrightFuture,20+ LPA,2,No,291,No,2,No
5127,Marketing Manager,NextGen,2-4 LPA,0,No,236,Yes,1,No
5128,Software Engineer,TechSoft,4-6 LPA,2,Yes,160,No,1,No
5129,Intern,Innova,10-15 LPA,7,No,215,No,1,No
5130,HR Executive,ABC Ltd,10-15 LPA,1,Yes,520,Yes,0,No
5131,HR Executive,BrightFuture,10-15 LPA,3,No,793,Yes,0,No
5132,Work from Home,ABC Ltd,15-20 LPA,2,No,440,No,2,No
5133,Work from Home,ABC Ltd,4-6 LPA,1,Yes,436,No,1,No
5134,Work from Home,TechSoft,15-20 LPA,2,No,129,Yes,1,No
5135,Marketing Manager,ABC Ltd,20+ LPA,5,No,673,Yes,1,No
5136,HR Executive,TechSoft,2-4 LPA,0,No,179,No,2,No
5137,Marketing Manager,Global Solutions,20+ LPA,7,Yes,438,Yes,1,No
5138,Intern,XYZ Corp,15-20 LPA,2,Yes,79,Yes,2,No
5139,Business Analyst,XYZ Corp,4-6 LPA,0,Yes,134,No,2,No
5140,Data Analyst,XYZ Corp,10-15 LPA,5,No,240,Yes,0,No
5141,Software Engineer,NextGen,6-10 LPA,3,No,559,No,1,No
5142,HR Executive,ABC Ltd,2-4 LPA,7,Yes,539,Yes,0,No
5143,Software Engineer,ABC Ltd,2-4 LPA,3,No,427,No,1,No
5144,HR Executive,Global Solutions,2-4 LPA,2,Yes,381,No,1,No
5145,Marketing Manager,XYZ Corp,2-4 LPA,3,No,790,No,1,No
5146,Data Analyst,TechSoft,15-20 LPA,5,Yes,71,No,3,Yes
5147,Data Analyst,Global Solutions,4-6 LPA,5,Yes,655,No,1,No
5148,Data Analyst,XYZ Corp,10-15 LPA,5,No,582,No,1,No
5149,Software Engineer,XYZ Corp,10-15 LPA,7,No,82,No,2,No
5150,Software Engineer,Innova,4-6 LPA,7,No,479,Yes,0,No
5151,HR Executive,BrightFuture,20+ LPA,0,Yes,632,Yes,2,No
5152,HR Executive,NextGen,20+ LPA,5,No,207,No,2,No
5153,Business Analyst,ABC Ltd,15-20 LPA,1,Yes,127,No,2,No
5154,Data Analyst,NextGen,4-6 LPA,7,No,77,No,2,No
5155,Intern,XYZ Corp,4-6 LPA,2,Yes,569,No,1,No
5156,Work from Home,BrightFuture,10-15 LPA,5,Yes,648,No,1,No
5157,Data Analyst,BrightFuture,15-20 LPA,2,Yes,667,Yes,1,No
5158,Business Analyst,BrightFuture,4-6 LPA,3,No,151,Yes,0,No
5159,Work from Home,TechSoft,15-20 LPA,7,Yes,632,No,2,No
5160,Software Engineer,Global Solutions,15-20 LPA,0,Yes,687,No,3,Yes
5161,Intern,BrightFuture,10-15 LPA,3,No,708,Yes,0,No
5162,Business Analyst,Innova,4-6 LPA,0,No,349,Yes,1,No
5163,Business Analyst,XYZ Corp,4-6 LPA,7,No,428,No,1,No
5164,Work from Home,Innova,20+ LPA,2,Yes,326,Yes,1,No
5165,Business Analyst,NextGen,2-4 LPA,0,No,552,Yes,1,No
5166,HR Executive,Innova,10-15 LPA,1,Yes,746,Yes,0,No
5167,Work from Home,Global Solutions,6-10 LPA,1,No,451,No,1,No
5168,HR Executive,NextGen,2-4 LPA,0,Yes,472,Yes,1,No
5169,Work from Home,Global Solutions,10-15 LPA,2,Yes,622,No,1,No
5170,HR Executive,XYZ Corp,6-10 LPA,0,No,639,No,2,No
5171,Marketing Manager,NextGen,15-20 LPA,0,Yes,367,No,3,Yes
5172,Business Analyst,ABC Ltd,15-20 LPA,7,Yes,331,No,2,No
5173,HR Executive,TechSoft,10-15 LPA,3,Yes,584,No,1,No
5174,Data Analyst,Global Solutions,15-20 LPA,2,No,686,Yes,1,No
5175,Business Analyst,NextGen,20+ LPA,2,No,94,No,3,Yes
5176,Data Analyst,Global Solutions,4-6 LPA,3,No,568,Yes,0,No
5177,Data Analyst,TechSoft,10-15 LPA,2,No,603,Yes,0,No
5178,Intern,Global Solutions,15-20 LPA,0,No,338,Yes,2,No
5179,HR Executive,ABC Ltd,10-15 LPA,0,No,279,Yes,1,No
5180,Data Analyst,ABC Ltd,4-6 LPA,2,Yes,724,No,1,No
5181,Work from Home,Global Solutions,6-10 LPA,0,Yes,28,No,3,Yes
5182,Marketing Manager,ABC Ltd,15-20 LPA,3,No,138,No,2,No
5183,Software Engineer,BrightFuture,15-20 LPA,7,No,229,Yes,1,No
5184,Software Engineer,Global Solutions,15-20 LPA,5,Yes,81,Yes,2,No
5185,Software Engineer,BrightFuture,10-15 LPA,5,Yes,102,Yes,0,No
5186,Intern,Global Solutions,4-6 LPA,0,Yes,160,No,2,No
5187,Intern,ABC Ltd,10-15 LPA,7,Yes,131,Yes,0,No
5188,Marketing Manager,Global Solutions,4-6 LPA,0,Yes,141,Yes,1,No
5189,Intern,Global Solutions,6-10 LPA,1,No,707,No,1,No
5190,Data Analyst,NextGen,6-10 LPA,7,No,222,No,1,No
5191,Data Analyst,ABC Ltd,10-15 LPA,7,Yes,761,Yes,0,No
5192,Marketing Manager,XYZ Corp,20+ LPA,2,No,345,No,2,No
5193,Work from Home,Innova,20+ LPA,1,Yes,799,No,2,No
5194,Business Analyst,NextGen,15-20 LPA,2,Yes,589,No,2,No
5195,Data Analyst,NextGen,10-15 LPA,5,No,647,No,1,No
5196,Business Analyst,Global Solutions,4-6 LPA,7,Yes,77,No,2,No
5197,Data Analyst,Innova,2-4 LPA,0,Yes,797,Yes,1,No
5198,Business Analyst,Global Solutions,4-6 LPA,1,No,260,Yes,0,No
5199,Work from Home,Global Solutions,4-6 LPA,3,No,56,Yes,1,No
5200,Work from Home,ABC Ltd,4-6 LPA,7,Yes,362,Yes,0,No
5201,Software Engineer,Innova,20+ LPA,3,No,312,No,2,No
5202,Business Analyst,ABC Ltd,10-15 LPA,2,Yes,127,No,1,No
5203,Intern,Innova,6-10 LPA,1,Yes,723,Yes,0,No
5204,Intern,ABC Ltd,4-6 LPA,5,Yes,470,No,1,No
5205,Data Analyst,NextGen,2-4 LPA,1,Yes,52,Yes,1,No
5206,Data Analyst,NextGen,6-10 LPA,0,Yes,196,No,2,No
5207,HR Executive,BrightFuture,20+ LPA,3,Yes,273,No,2,No
5208,Intern,Global Solutions,6-10 LPA,1,No,290,No,1,No
5209,Software Engineer,BrightFuture,4-6 LPA,7,No,166,Yes,0,No
5210,Marketing Manager,XYZ Corp,2-4 LPA,1,Yes,749,No,1,No
5211,Intern,Global Solutions,10-15 LPA,2,Yes,289,No,1,No
5212,Data Analyst,Innova,6-10 LPA,2,No,550,Yes,0,No
5213,Work from Home,ABC Ltd,10-15 LPA,1,No,41,Yes,1,No
5214,Marketing Manager,BrightFuture,6-10 LPA,5,No,378,Yes,0,No
5215,Marketing Manager,NextGen,15-20 LPA,2,No,772,Yes,1,No
5216,Marketing Manager,NextGen,2-4 LPA,7,No,201,Yes,0,No
5217,HR Executive,NextGen,10-15 LPA,5,Yes,88,No,2,No
5218,HR Executive,TechSoft,6-10 LPA,0,No,700,No,2,No
5219,Data Analyst,ABC Ltd,15-20 LPA,3,Yes,100,No,2,No
5220,Work from Home,Global Solutions,15-20 LPA,7,Yes,192,No,2,No
5221,Software Engineer,Innova,6-10 LPA,3,No,484,Yes,0,No
5222,Intern,TechSoft,4-6 LPA,1,Yes,764,Yes,0,No
5223,Software Engineer,XYZ Corp,4-6 LPA,3,Yes,200,No,1,No
5224,Data Analyst,Innova,20+ LPA,2,No,478,No,2,No
5225,HR Executive,TechSoft,15-20 LPA,3,Yes,522,No,2,No
5226,Data Analyst,BrightFuture,10-15 LPA,3,No,214,Yes,0,No
5227,Intern,TechSoft,6-10 LPA,7,No,496,Yes,0,No
5228,HR Executive,TechSoft,15-20 LPA,2,No,294,Yes,1,No
5229,Work from Home,ABC Ltd,4-6 LPA,7,No,160,Yes,0,No
5230,Marketing Manager,ABC Ltd,4-6 LPA,1,No,733,No,1,No
5231,Marketing Manager,Global Solutions,10-15 LPA,7,No,651,Yes,0,No
5232,Work from Home,BrightFuture,4-6 LPA,3,Yes,220,No,1,No
5233,Data Analyst,ABC Ltd,10-15 LPA,0,Yes,155,Yes,1,No
5234,Data Analyst,Global Solutions,4-6 LPA,3,No,188,Yes,0,No
5235,Work from Home,Global Solutions,10-15 LPA,7,Yes,576,Yes,0,No
5236,Data Analyst,ABC Ltd,15-20 LPA,1,Yes,590,Yes,1,No
5237,Software Engineer,TechSoft,2-4 LPA,3,Yes,198,No,1,No
5238,Software Engineer,BrightFuture,6-10 LPA,2,No,88,No,2,No
5239,Software Engineer,Innova,4-6 LPA,5,Yes,532,Yes,0,No
5240,Intern,BrightFuture,20+ LPA,2,Yes,108,No,2,No
5241,Software Engineer,ABC Ltd,20+ LPA,5,No,270,Yes,1,No
5242,HR Executive,Innova,20+ LPA,2,Yes,626,No,2,No
5243,Work from Home,Innova,4-6 LPA,7,No,138,Yes,0,No
5244,Intern,Innova,10-15 LPA,7,No,277,Yes,0,No
5245,Intern,BrightFuture,6-10 LPA,0,No,666,Yes,1,No
5246,Intern,Global Solutions,10-15 LPA,5,Yes,169,Yes,0,No
5247,Data Analyst,ABC Ltd,15-20 LPA,0,Yes,164,Yes,2,No
5248,Data Analyst,ABC Ltd,15-20 LPA,3,Yes,352,No,2,No
5249,Work from Home,XYZ Corp,10-15 LPA,5,No,144,No,1,No
5250,Marketing Manager,NextGen,2-4 LPA,1,No,653,No,1,No
5251,Software Engineer,XYZ Corp,10-15 LPA,0,No,107,Yes,1,No
5252,Work from Home,TechSoft,6-10 LPA,5,No,332,No,1,No
5253,HR Executive,Innova,4-6 LPA,0,Yes,283,No,2,No
5254,Software Engineer,ABC Ltd,6-10 LPA,1,No,559,No,1,No
5255,Business Analyst,NextGen,10-15 LPA,2,Yes,304,Yes,0,No
5256,Software Engineer,XYZ Corp,10-15 LPA,5,No,666,Yes,0,No
5257,Software Engineer,NextGen,10-15 LPA,3,Yes,374,Yes,0,No
5258,Work from Home,NextGen,4-6 LPA,3,No,95,Yes,1,No
5259,Business Analyst,NextGen,10-15 LPA,0,Yes,448,No,2,No
5260,HR Executive,XYZ Corp,20+ LPA,3,No,575,No,2,No
5261,Data Analyst,XYZ Corp,2-4 LPA,0,No,429,Yes,1,No
5262,Software Engineer,BrightFuture,6-10 LPA,7,No,784,Yes,0,No
5263,Work from Home,BrightFuture,20+ LPA,2,No,790,Yes,1,No
5264,Intern,Innova,6-10 LPA,5,Yes,789,No,1,No
5265,Business Analyst,Global Solutions,6-10 LPA,0,Yes,473,Yes,1,No
5266,Work from Home,Global Solutions,6-10 LPA,3,No,95,Yes,1,No
5267,HR Executive,XYZ Corp,10-15 LPA,3,No,118,No,1,No
5268,Business Analyst,XYZ Corp,15-20 LPA,3,No,513,No,2,No
5269,Business Analyst,Global Solutions,10-15 LPA,5,Yes,401,No,1,No
5270,HR Executive,TechSoft,10-15 LPA,1,Yes,175,No,1,No
5271,Intern,TechSoft,2-4 LPA,5,Yes,668,No,1,No
5272,Data Analyst,Global Solutions,6-10 LPA,3,Yes,110,No,1,No
5273,Software Engineer,ABC Ltd,2-4 LPA,3,No,711,Yes,0,No
